Datetime,USGS_flow,variable,USGS_ID,measurement_unit,qualifiers,series
1986-11-11,138.84,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-12,160.12,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-13,145.36,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-14,145.84,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-15,148.56,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-16,147.52,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-17,146.72,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-18,146.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-19,145.84,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-20,149.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-21,146.04167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-22,145.58333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-23,140.70833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-24,138.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-25,145.45833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-26,140.20833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-27,132.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-28,138.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-29,143.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-11-30,141.70833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-01,127.458336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-02,133.29167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-03,135.20833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-04,136.54167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-05,139.45833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-06,137.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-07,133.70833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-08,131.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-09,127.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-10,108.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-11,114.166664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-12,127.291664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-13,130.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-14,125.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-15,126.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-16,123.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-17,126.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-18,123.291664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-19,122.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-20,126.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-21,125.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-22,119.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-23,119.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-24,119.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-25,113.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-26,114.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-27,112.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-28,114.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-29,109.458336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-30,109.166664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1986-12-31,108.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-01,105.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-02,111.166664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-03,113.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-04,113.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-05,111.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-06,114.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-07,111.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-08,111.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-09,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-10,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-11,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-12,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-13,106.47059,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-14,105.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-15,101.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-16,106.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-17,100.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-18,107.14286,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-19,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-20,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-21,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-22,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-23,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-24,,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-25,108.29412,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-26,100.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-27,99.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-28,101.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-29,100.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-30,99.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-01-31,99.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-01,99.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-02,99.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-03,99.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-04,99.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-05,97.541664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-06,98.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-07,98.875,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-08,100.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-09,99.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-10,100.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-11,101.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-12,101.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-13,102.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-14,103.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-15,97.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-16,101.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-17,100.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-18,98.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-19,98.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-20,96.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-21,96.458336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-22,97.458336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-23,101.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-24,100.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-25,99.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-26,97.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-27,98.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-02-28,96.916664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-01,98.958336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-02,100.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-03,101.166664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-04,105.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-05,111.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-06,118.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-07,117.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-08,119.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-09,120.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-10,117.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-11,115.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-12,112.458336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-13,120.2,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-14,119.8,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-15,115.24,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-16,114.68,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-17,112.8,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-18,114.52,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-19,111.16,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-20,108.12,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-21,100.32,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-22,104.76,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-23,101.8,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-24,102.08,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-25,106.04,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-26,101.04,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-27,100.08,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-28,99.4,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-29,97.92,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-30,97.24,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-03-31,103.24,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-01,115.08,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-02,134.08,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-03,131.24,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-04,137.84,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-05,134.04,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-06,139.88,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-07,139.88,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-08,142.2,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-09,147.68,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-10,137.32,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-11,143.36,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-12,145.4,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-13,128.68,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-14,129.88,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-15,141.48,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-16,163.92,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-17,177.96,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-18,191.8,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-19,192.64,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-20,170.92,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-21,159.92,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-22,155.68,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-23,171.52,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-24,187.44,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-25,204.96,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-26,220.24,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-27,204.24,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-28,177.16667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-29,186.83333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-04-30,182.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-01,184.29167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-02,188.20833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-03,167.875,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-04,149.08333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-05,131.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-06,134.95833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-07,166.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-08,198.79167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-09,230.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-10,261.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-11,246.29167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-12,224.58333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-13,222.95833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-14,294.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-15,311.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-16,352.79166,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-17,396.58334,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-18,461.20834,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-19,497.08334,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-20,464.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-21,394.66666,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-22,294.83334,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-23,243.83333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-24,230.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-25,220.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-26,239.41667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-27,265.16666,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-28,242.04167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-29,235.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-30,240.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-05-31,234.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-01,209.95833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-02,207.33333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-03,194.66667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-04,184.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-05,181.70833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-06,185.20833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-07,194.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-08,255.91667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-09,251.16667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-10,216.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-11,199.33333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-12,184.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-13,177.04167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-14,168.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-15,165.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-16,165.08333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-17,150.58333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-18,150.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-19,146.29167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-20,131.66667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-21,132.58333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-22,138.70833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-23,138.70833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-24,131.45833,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-25,129.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-26,122.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-27,126.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-28,121.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-29,130.08333,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-06-30,139.04167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-01,139.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-02,135.41667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-03,131.66667,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-04,122.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-05,118.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-06,114.666664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-07,106.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-08,99.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-09,105.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-10,104.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-11,107.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-12,104.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-13,97.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-14,95.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-15,95.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-16,92.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-17,143.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-18,157.79167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-19,111.541664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-20,103.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-21,119.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-22,125.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-23,113.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-24,107.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-25,104.666664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-26,104.875,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-27,116.958336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-28,116.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-29,127.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-30,128.79167,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-07-31,122.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-01,115.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-02,106.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-03,106.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-04,110.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-05,108.958336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-06,103.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-07,105.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-08,98.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-09,97.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-10,92.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-11,93.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-12,94.541664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-13,87.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-14,104.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-15,113.916664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-16,106.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-17,102.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-18,97.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-19,94.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-20,90.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-21,94.666664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-22,97.958336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-23,100.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-24,104.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-25,117.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-26,111.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-27,100.958336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-28,95.333336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-29,94.666664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-30,89.666664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-08-31,88.666664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-01,85.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-02,87.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-03,88.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-04,87.833336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-05,85.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-06,78.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-07,79.875,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-08,71.708336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-09,79.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-10,77.75,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-11,75.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-12,74.208336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-13,74.5,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-14,78.583336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-15,83.416664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-16,80.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-17,79.25,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-18,78.375,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-19,78.458336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-20,78.041664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-21,75.291664,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-22,72.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-23,72.625,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-24,74.125,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-25,76.083336,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-26,76.0,streamflow,9277500,ft3/s,"['A', '[91]']",0
1987-09-27,72.791664,streamflow,9277500,ft3/s,"['A', '[91]']",0
